customer_id,gender,age,payment_method,age_group
C147941,Female,19.0,Cash,18-25
C215074,Female,26.0,Cash,26-35
C237812,Female,54.0,Cash,51-65
C264252,Male,60.0,Credit Card,51-65
C317055,Male,56.0,Debit Card,51-65
C952480,Male,58.0,Cash,51-65
C107398,Female,55.0,Credit Card,51-65
C653145,Female,37.0,Cash,36-50
C301403,Male,34.0,Credit Card,26-35
C920454,Male,38.0,Debit Card,36-50
C106670,Female,44.0,Debit Card,36-50
C326279,Female,32.0,Credit Card,26-35
C921227,Male,41.0,Credit Card,36-50
C334591,Female,43.0,Credit Card,36-50
C437921,Female,23.0,Cash,18-25
C678866,Female,57.0,Credit Card,51-65
C337493,Female,54.0,Debit Card,51-65
C102707,Male,25.0,Cash,18-25
C199435,Male,55.0,Credit Card,51-65
C300692,Male,49.0,Debit Card,36-50
C140251,Female,33.0,Cash,26-35
C273481,Female,45.0,Cash,36-50
C152685,Male,29.0,Debit Card,26-35
C285731,Male,69.0,Credit Card,65+
C316062,Female,25.0,Cash,18-25
C330738,Female,57.0,Cash,51-65
C135443,Female,42.0,Cash,36-50
C277653,Female,47.0,Credit Card,36-50
C213937,Male,59.0,Credit Card,51-65
C252314,Female,43.0,Credit Card,36-50
C235984,Male,41.0,Cash,36-50
C136587,Male,42.0,Cash,36-50
C202289,Male,37.0,Cash,36-50
C302227,Female,65.0,Cash,51-65
C140396,Male,64.0,Credit Card,51-65
C238888,Female,23.0,Cash,18-25
C189334,Male,53.0,Debit Card,51-65
C527055,Female,35.0,Credit Card,26-35
C104577,Female,68.0,Cash,65+
C270951,Female,63.0,Cash,51-65
C135639,Male,52.0,Cash,51-65
C270880,Male,52.0,Credit Card,51-65
C847975,Female,38.0,Cash,36-50
C269889,Female,60.0,Cash,51-65
C584738,Male,20.0,Cash,18-25
C293919,Male,55.0,Cash,51-65
C308028,Male,22.0,Cash,18-25
C980536,Female,35.0,Debit Card,26-35
C199979,Female,46.0,Credit Card,36-50
C236256,Female,25.0,Credit Card,18-25
C498642,Male,60.0,Cash,51-65
C377362,Male,21.0,Credit Card,18-25
C210418,Female,26.0,Cash,26-35
C331957,Male,39.0,Cash,36-50
C151022,Female,60.0,Cash,51-65
C225413,Male,54.0,Credit Card,51-65
C304296,Female,37.0,Cash,36-50
C234495,Female,54.0,Cash,51-65
C195436,Female,37.0,Cash,36-50
C785977,Female,63.0,Credit Card,51-65
C120225,Female,47.0,Debit Card,36-50
C154631,Female,20.0,Debit Card,18-25
C622555,Female,25.0,Credit Card,18-25
C883456,Female,68.0,Debit Card,65+
C778271,Male,45.0,Cash,36-50
C790720,Male,23.0,Credit Card,18-25
C149363,Male,60.0,Debit Card,51-65
C240195,Female,57.0,Cash,51-65
C186698,Female,42.0,Credit Card,36-50
C238308,Female,59.0,Credit Card,51-65
C664857,Female,52.0,Cash,51-65
C273677,Female,44.0,Cash,36-50
C301880,Female,56.0,Credit Card,51-65
C328895,Female,50.0,Credit Card,36-50
C156746,Female,67.0,Debit Card,65+
C174991,Female,63.0,Cash,51-65
C146937,Female,43.0,Cash,36-50
C422294,Female,65.0,Cash,51-65
C300365,Male,65.0,Credit Card,51-65
C690959,Female,31.0,Credit Card,26-35
C497397,Female,49.0,Credit Card,36-50
C319871,Male,40.0,Credit Card,36-50
C218754,Female,40.0,Credit Card,36-50
C173070,Female,38.0,Cash,36-50
C289928,Male,65.0,Debit Card,51-65
C257104,Male,32.0,Cash,26-35
C409196,Male,52.0,Cash,51-65
C190619,Male,38.0,Cash,36-50
C817253,Female,56.0,Credit Card,51-65
C517757,Female,25.0,Credit Card,18-25
C147144,Female,34.0,Cash,26-35
C548893,Female,41.0,Cash,36-50
C143957,Female,49.0,Debit Card,36-50
C212459,Female,50.0,Cash,36-50
C241525,Male,26.0,Credit Card,26-35
C229217,Female,27.0,Credit Card,26-35
C119470,Male,66.0,Credit Card,65+
C263056,Female,36.0,Cash,36-50
C933350,Male,36.0,Credit Card,36-50
C526194,Male,36.0,Credit Card,36-50
C144595,Male,52.0,Credit Card,51-65
C107013,Male,60.0,Cash,51-65
C124335,Female,37.0,Credit Card,36-50
C859508,Female,40.0,Credit Card,36-50
C134569,Male,49.0,Credit Card,36-50
C750827,Female,46.0,Credit Card,36-50
C473378,Female,33.0,Cash,26-35
C204500,Female,18.0,Cash,18-25
C158257,Male,30.0,Debit Card,26-35
C291167,Male,42.0,Credit Card,36-50
C788077,Male,52.0,Credit Card,51-65
C439152,Male,29.0,Debit Card,26-35
C281254,Male,69.0,Cash,65+
C121633,Male,53.0,Debit Card,51-65
C199363,Female,32.0,Debit Card,26-35
C185199,Female,47.0,Cash,36-50
C136103,Female,27.0,Debit Card,26-35
C201393,Male,59.0,Cash,51-65
C100254,Male,52.0,Credit Card,51-65
C155211,Female,40.0,Debit Card,36-50
C188487,Male,27.0,Cash,26-35
C291648,Female,63.0,Credit Card,51-65
C594873,Female,44.0,Debit Card,36-50
C132896,Male,32.0,Cash,26-35
C304058,Female,54.0,Cash,51-65
C338041,Male,23.0,Credit Card,18-25
C264392,Male,44.0,Cash,36-50
C510039,Female,47.0,Credit Card,36-50
C709992,Male,28.0,Debit Card,26-35
C467332,Female,43.0,Credit Card,36-50
C304366,Female,66.0,Credit Card,65+
C120014,Male,51.0,Cash,51-65
C843090,Female,51.0,Cash,51-65
C970602,Female,48.0,Debit Card,36-50
C920199,Male,67.0,Cash,65+
C220887,Male,53.0,Cash,51-65
C337614,Female,57.0,Cash,51-65
C294191,Female,53.0,Cash,51-65
C333377,Male,35.0,Debit Card,26-35
C209609,Female,66.0,Cash,65+
C117554,Male,34.0,Credit Card,26-35
C144999,Male,59.0,Debit Card,51-65
C193654,Female,27.0,Cash,26-35
C729332,Female,33.0,Credit Card,26-35
C296584,Male,62.0,Credit Card,51-65
C203616,Male,54.0,Credit Card,51-65
C112914,Male,18.0,Cash,18-25
C190046,Female,32.0,Credit Card,26-35
C199645,Female,18.0,Cash,18-25
C288510,Male,29.0,Cash,26-35
C187336,Male,69.0,Credit Card,65+
C122930,Female,69.0,Credit Card,65+
C326589,Female,20.0,Credit Card,18-25
C116325,Female,59.0,Credit Card,51-65
C174586,Male,41.0,Credit Card,36-50
C635130,Male,53.0,Credit Card,51-65
C273680,Female,34.0,Cash,26-35
C377102,Male,51.0,Credit Card,51-65
C927210,Male,50.0,Credit Card,36-50
C738190,Male,62.0,Cash,51-65
C163799,Male,48.0,Credit Card,36-50
C620997,Male,34.0,Credit Card,26-35
C325855,Female,49.0,Cash,36-50
C270561,Male,58.0,Credit Card,51-65
C228149,Male,33.0,Credit Card,26-35
C116820,Female,65.0,Cash,51-65
C269622,Male,27.0,Credit Card,26-35
C249408,Female,49.0,Cash,36-50
C294439,Male,18.0,Cash,18-25
C486469,Female,23.0,Cash,18-25
C605655,Male,54.0,Debit Card,51-65
C160174,Female,59.0,Cash,51-65
C165475,Male,46.0,Credit Card,36-50
C747008,Female,68.0,Debit Card,65+
C907777,Female,56.0,Credit Card,51-65
C328885,Male,55.0,Cash,51-65
C275268,Male,56.0,Credit Card,51-65
C403184,Female,45.0,Cash,36-50
C751147,Female,65.0,Credit Card,51-65
C194542,Female,66.0,Debit Card,65+
C188135,Male,51.0,Cash,51-65
C455646,Male,46.0,Debit Card,36-50
C243347,Male,48.0,Credit Card,36-50
C248663,Male,57.0,Cash,51-65
C191152,Female,59.0,Credit Card,51-65
C146679,Male,20.0,Cash,18-25
C616195,Female,68.0,Cash,65+
C107192,Male,52.0,Credit Card,51-65
C116295,Female,68.0,Debit Card,65+
C334128,Male,61.0,Cash,51-65
C181077,Female,19.0,Credit Card,18-25
C776465,Female,40.0,Cash,36-50
C564019,Male,30.0,Cash,26-35
C192096,Female,39.0,Cash,36-50
C184731,Female,62.0,Credit Card,51-65
C174574,Female,61.0,Credit Card,51-65
C200961,Female,57.0,Cash,51-65
C530790,Female,69.0,Credit Card,65+
C307151,Male,62.0,Debit Card,51-65
C137366,Male,27.0,Credit Card,26-35
C830086,Male,57.0,Cash,51-65
C781099,Male,50.0,Cash,36-50
C936511,Female,46.0,Debit Card,36-50
C298184,Female,40.0,Credit Card,36-50
C131867,Male,35.0,Cash,26-35
C114315,Female,22.0,Debit Card,18-25
C312624,Male,37.0,Cash,36-50
C256150,Female,28.0,Cash,26-35
C171463,Female,23.0,Cash,18-25
C286669,Female,52.0,Cash,51-65
C514930,Female,26.0,Cash,26-35
C678575,Male,55.0,Credit Card,51-65
C945222,Male,65.0,Credit Card,51-65
C228895,Male,69.0,Cash,65+
C315358,Female,24.0,Debit Card,18-25
C119572,Female,59.0,Credit Card,51-65
C200359,Male,58.0,Debit Card,51-65
C991703,Female,63.0,Cash,51-65
C152491,Male,66.0,Cash,65+
C984870,Female,45.0,Cash,36-50
C734672,Female,35.0,Debit Card,26-35
C224808,Male,37.0,Credit Card,36-50
C220559,Female,25.0,Cash,18-25
C247264,Male,52.0,Debit Card,51-65
C213618,Male,64.0,Credit Card,51-65
C274104,Female,42.0,Credit Card,36-50
C221767,Male,21.0,Cash,18-25
C339538,Male,59.0,Cash,51-65
C300509,Female,32.0,Debit Card,26-35
C251023,Male,55.0,Credit Card,51-65
C928146,Male,21.0,Debit Card,18-25
C750614,Female,32.0,Cash,26-35
C927731,Male,69.0,Cash,65+
C235189,Female,65.0,Debit Card,51-65
C413384,Female,43.0,Credit Card,36-50
C193800,Female,42.0,Cash,36-50
C186473,Female,44.0,Credit Card,36-50
C108452,Female,27.0,Cash,26-35
C314216,Female,53.0,Credit Card,51-65
C970549,Female,39.0,Debit Card,36-50
C710863,Female,24.0,Credit Card,18-25
C852260,Female,62.0,Cash,51-65
C105996,Female,21.0,Cash,18-25
C133483,Female,69.0,Cash,65+
C453598,Male,26.0,Credit Card,26-35
C205712,Female,30.0,Credit Card,26-35
C184822,Male,53.0,Credit Card,51-65
C152419,Female,38.0,Credit Card,36-50
C758541,Male,66.0,Cash,65+
C653957,Male,67.0,Cash,65+
C998526,Male,23.0,Cash,18-25
C184919,Female,23.0,Cash,18-25
C770963,Male,22.0,Cash,18-25
C948614,Female,60.0,Cash,51-65
C317333,Female,67.0,Cash,65+
C336407,Male,68.0,Credit Card,65+
C746847,Female,31.0,Cash,26-35
C113787,Male,59.0,Debit Card,51-65
C290024,Male,22.0,Debit Card,18-25
C499128,Female,22.0,Cash,18-25
C274654,Female,68.0,Credit Card,65+
C219936,Female,65.0,Credit Card,51-65
C601830,Male,22.0,Cash,18-25
C734415,Male,57.0,Credit Card,51-65
C291353,Female,64.0,Credit Card,51-65
C176165,Female,28.0,Cash,26-35
C201251,Male,19.0,Debit Card,18-25
C323221,Female,21.0,Cash,18-25
C112102,Female,63.0,Debit Card,51-65
C203252,Female,30.0,Credit Card,26-35
C278237,Male,29.0,Cash,26-35
C169027,Male,44.0,Cash,36-50
C188273,Male,52.0,Debit Card,51-65
C149075,Female,35.0,Credit Card,26-35
C725164,Female,23.0,Debit Card,18-25
C145267,Female,21.0,Debit Card,18-25
C225654,Female,27.0,Credit Card,26-35
C273640,Female,61.0,Debit Card,51-65
C116626,Female,39.0,Cash,36-50
C158217,Female,67.0,Credit Card,65+
C238969,Female,40.0,Cash,36-50
C246563,Male,22.0,Credit Card,18-25
C232404,Male,26.0,Credit Card,26-35
C259413,Male,55.0,Credit Card,51-65
C968633,Male,68.0,Cash,65+
C208309,Female,38.0,Debit Card,36-50
C140682,Female,39.0,Cash,36-50
C243950,Female,19.0,Debit Card,18-25
C834144,Female,47.0,Credit Card,36-50
C209058,Female,28.0,Credit Card,26-35
C836440,Male,30.0,Cash,26-35
C249436,Male,69.0,Credit Card,65+
C991315,Female,24.0,Cash,18-25
C368307,Female,54.0,Debit Card,51-65
C336964,Male,50.0,Debit Card,36-50
C273404,Male,23.0,Credit Card,18-25
C188945,Female,55.0,Cash,51-65
C110111,Female,57.0,Credit Card,51-65
C157319,Male,25.0,Cash,18-25
C961631,Female,45.0,Debit Card,36-50
C377325,Male,50.0,Cash,36-50
C294317,Female,50.0,Debit Card,36-50
C817811,Male,66.0,Debit Card,65+
C254811,Female,20.0,Cash,18-25
C144753,Female,30.0,Credit Card,26-35
C378941,Female,26.0,Credit Card,26-35
C163476,Male,47.0,Credit Card,36-50
C383238,Female,38.0,Debit Card,36-50
C419661,Male,60.0,Cash,51-65
C223954,Female,39.0,Cash,36-50
C281943,Female,68.0,Credit Card,65+
C316983,Female,42.0,Credit Card,36-50
C320941,Male,67.0,Debit Card,65+
C206498,Female,44.0,Credit Card,36-50
C303816,Male,38.0,Debit Card,36-50
C231857,Male,51.0,Debit Card,51-65
C976620,Female,67.0,Cash,65+
C112725,Female,41.0,Credit Card,36-50
C124754,Female,42.0,Cash,36-50
C450481,Male,29.0,Cash,26-35
C296959,Female,28.0,Credit Card,26-35
C599973,Male,35.0,Cash,26-35
C215400,Female,52.0,Credit Card,51-65
C227518,Female,43.0,Cash,36-50
C601122,Female,52.0,Credit Card,51-65
C339650,Male,31.0,Debit Card,26-35
C234992,Female,61.0,Cash,51-65
C249945,Female,25.0,Credit Card,18-25
C233260,Female,39.0,Cash,36-50
C199488,Female,28.0,Cash,26-35
C898713,Female,27.0,Credit Card,26-35
C583808,Female,40.0,Credit Card,36-50
C951654,Male,26.0,Debit Card,26-35
C294055,Male,51.0,Cash,51-65
C265858,Male,63.0,Cash,51-65
C474157,Female,40.0,Cash,36-50
C312250,Male,42.0,Credit Card,36-50
C334324,Female,64.0,Debit Card,51-65
C223583,Male,36.0,Debit Card,36-50
C641830,Male,36.0,Debit Card,36-50
C108263,Female,69.0,Cash,65+
C308589,Female,30.0,Credit Card,26-35
C312124,Male,55.0,Debit Card,51-65
C276723,Female,23.0,Debit Card,18-25
C288563,Female,63.0,Cash,51-65
C837906,Male,39.0,Credit Card,36-50
C127654,Female,67.0,Credit Card,65+
C263525,Male,31.0,Cash,26-35
C807958,Male,66.0,Credit Card,65+
C667947,Male,63.0,Cash,51-65
C322797,Female,43.0,Debit Card,36-50
C868802,Male,47.0,Cash,36-50
C194173,Female,33.0,Cash,26-35
C172390,Female,18.0,Cash,18-25
C315157,Male,62.0,Credit Card,51-65
C628808,Female,54.0,Credit Card,51-65
C143084,Female,34.0,Credit Card,26-35
C359890,Female,40.0,Credit Card,36-50
C143474,Female,51.0,Cash,51-65
C142171,Male,35.0,Cash,26-35
C236351,Female,43.0,Cash,36-50
C651127,Female,59.0,Debit Card,51-65
C291817,Male,28.0,Debit Card,26-35
C143852,Male,22.0,Credit Card,18-25
C223588,Male,40.0,Cash,36-50
C155620,Female,45.0,Debit Card,36-50
C990666,Female,35.0,Debit Card,26-35
C164663,Male,21.0,Cash,18-25
C210960,Male,58.0,Cash,51-65
C161682,Male,20.0,Credit Card,18-25
C120837,Female,63.0,Cash,51-65
C784184,Male,38.0,Cash,36-50
C306503,Male,54.0,Debit Card,51-65
C302691,Male,58.0,Debit Card,51-65
C290188,Male,58.0,Cash,51-65
C101531,Female,62.0,Cash,51-65
C228419,Female,33.0,Cash,26-35
C290311,Female,40.0,Credit Card,36-50
C810138,Female,55.0,Credit Card,51-65
C256205,Male,57.0,Credit Card,51-65
C168779,Male,27.0,Credit Card,26-35
C584490,Male,25.0,Credit Card,18-25
C159930,Female,29.0,Credit Card,26-35
C752230,Male,47.0,Cash,36-50
C204915,Male,63.0,Debit Card,51-65
C255764,Male,64.0,Credit Card,51-65
C226572,Male,36.0,Cash,36-50
C270294,Female,27.0,Cash,26-35
C148706,Female,37.0,Credit Card,36-50
C337376,Female,34.0,Cash,26-35
C769310,Female,69.0,Credit Card,65+
C125461,Female,53.0,Debit Card,51-65
C176237,Male,44.0,Debit Card,36-50
C297154,Female,39.0,Debit Card,36-50
C400227,Female,69.0,Credit Card,65+
C318496,Male,20.0,Debit Card,18-25
C430861,Male,36.0,Cash,36-50
C138351,Female,26.0,Credit Card,26-35
C293301,Female,68.0,Debit Card,65+
C260706,Male,32.0,Cash,26-35
C196633,Female,28.0,Cash,26-35
C281633,Male,65.0,Credit Card,51-65
C246513,Female,64.0,Credit Card,51-65
C315778,Male,60.0,Debit Card,51-65
C831276,Female,31.0,Cash,26-35
C333981,Female,60.0,Credit Card,51-65
C286556,Female,25.0,Cash,18-25
C313726,Female,27.0,Cash,26-35
C279615,Male,24.0,Debit Card,18-25
C334733,Female,36.0,Credit Card,36-50
C183772,Female,61.0,Debit Card,51-65
C258330,Female,42.0,Cash,36-50
C325901,Male,58.0,Cash,51-65
C163636,Male,46.0,Credit Card,36-50
C568730,Female,19.0,Debit Card,18-25
C157167,Male,46.0,Cash,36-50
C282260,Male,57.0,Credit Card,51-65
C270254,Female,49.0,Cash,36-50
C570403,Female,52.0,Credit Card,51-65
C318860,Female,44.0,Debit Card,36-50
C315587,Male,57.0,Cash,51-65
C452892,Female,37.0,Credit Card,36-50
C335865,Male,39.0,Cash,36-50
C110959,Male,31.0,Cash,26-35
C258157,Male,47.0,Credit Card,36-50
C194078,Male,43.0,Debit Card,36-50
C244143,Female,21.0,Debit Card,18-25
C195893,Female,48.0,Debit Card,36-50
C918455,Female,30.0,Credit Card,26-35
C253348,Female,38.0,Cash,36-50
C246517,Male,65.0,Cash,51-65
C587284,Male,45.0,Credit Card,36-50
C731674,Female,50.0,Cash,36-50
C338592,Male,30.0,Cash,26-35
C204102,Male,69.0,Cash,65+
C381026,Female,44.0,Credit Card,36-50
C236299,Female,21.0,Cash,18-25
C266609,Female,68.0,Credit Card,65+
C253076,Female,42.0,Credit Card,36-50
C282221,Female,36.0,Cash,36-50
C278663,Female,68.0,Credit Card,65+
C158989,Female,61.0,Credit Card,51-65
C283695,Male,44.0,Debit Card,36-50
C254930,Female,61.0,Cash,51-65
C117195,Male,60.0,Credit Card,51-65
C677188,Male,37.0,Cash,36-50
C234209,Male,68.0,Credit Card,65+
C269719,Male,63.0,Cash,51-65
C259494,Female,58.0,Credit Card,51-65
C123591,Male,49.0,Credit Card,36-50
C148192,Male,32.0,Debit Card,26-35
C249082,Male,69.0,Debit Card,65+
C295206,Female,61.0,Debit Card,51-65
C269654,Male,21.0,Cash,18-25
C278494,Male,21.0,Credit Card,18-25
C587853,Male,59.0,Credit Card,51-65
C172176,Female,39.0,Debit Card,36-50
C219713,Male,44.0,Cash,36-50
C193646,Male,33.0,Credit Card,26-35
C189266,Female,60.0,Debit Card,51-65
C328921,Male,48.0,Cash,36-50
C152177,Male,39.0,Cash,36-50
C213404,Female,30.0,Debit Card,26-35
C145786,Male,20.0,Credit Card,18-25
C144948,Male,42.0,Credit Card,36-50
C197426,Female,57.0,Cash,51-65
C212744,Female,39.0,Debit Card,36-50
C163550,Female,43.0,Credit Card,36-50
C267723,Female,26.0,Cash,26-35
C210872,Male,27.0,Cash,26-35
C187861,Male,33.0,Cash,26-35
C239556,Male,18.0,Debit Card,18-25
C894788,Female,52.0,Cash,51-65
C166947,Male,29.0,Debit Card,26-35
C251934,Female,68.0,Credit Card,65+
C110867,Male,66.0,Credit Card,65+
C387032,Male,67.0,Cash,65+
C685852,Male,54.0,Debit Card,51-65
C554460,Male,39.0,Credit Card,36-50
C148726,Male,56.0,Cash,51-65
C389139,Male,35.0,Debit Card,26-35
C126508,Male,44.0,Credit Card,36-50
C317704,Female,23.0,Debit Card,18-25
C441101,Female,60.0,Credit Card,51-65
C324326,Male,40.0,Debit Card,36-50
C419192,Male,28.0,Cash,26-35
C262434,Female,47.0,Cash,36-50
C121206,Female,47.0,Credit Card,36-50
C124941,Female,54.0,Debit Card,51-65
C514731,Male,39.0,Credit Card,36-50
C209810,Male,26.0,Credit Card,26-35
C170821,Female,31.0,Credit Card,26-35
C157888,Male,48.0,Debit Card,36-50
C530446,Female,22.0,Credit Card,18-25
C315953,Male,36.0,Debit Card,36-50
C184056,Female,44.0,Credit Card,36-50
C129577,Female,19.0,Cash,18-25
C115757,Male,51.0,Credit Card,51-65
C958107,Male,29.0,Credit Card,26-35
C295562,Female,50.0,Credit Card,36-50
C262904,Female,21.0,Cash,18-25
C544766,Male,55.0,Debit Card,51-65
C227288,Female,31.0,Cash,26-35
C116446,Male,66.0,Cash,65+
C839563,Female,42.0,Cash,36-50
C715915,Female,62.0,Credit Card,51-65
C163531,Female,33.0,Credit Card,26-35
C414878,Female,48.0,Debit Card,36-50
C224739,Female,59.0,Credit Card,51-65
C338906,Male,36.0,Cash,36-50
C212096,Female,68.0,Cash,65+
C144004,Female,42.0,Debit Card,36-50
C102996,Female,46.0,Cash,36-50
C893321,Female,30.0,Credit Card,26-35
C160608,Male,20.0,Debit Card,18-25
C310200,Male,45.0,Debit Card,36-50
C332519,Male,19.0,Cash,18-25
C149781,Female,19.0,Credit Card,18-25
C335634,Male,21.0,Credit Card,18-25
C182940,Female,59.0,Credit Card,51-65
C256639,Male,36.0,Credit Card,36-50
C343851,Male,18.0,Debit Card,18-25
C196487,Male,34.0,Credit Card,26-35
C146276,Female,24.0,Credit Card,18-25
C435627,Female,21.0,Cash,18-25
C236835,Female,64.0,Cash,51-65
C233078,Female,22.0,Credit Card,18-25
C108388,Female,39.0,Debit Card,36-50
C111261,Female,47.0,Cash,36-50
C187260,Male,53.0,Credit Card,51-65
C116990,Female,29.0,Cash,26-35
C292856,Male,41.0,Credit Card,36-50
C160534,Male,66.0,Credit Card,65+
C302614,Female,33.0,Credit Card,26-35
C620431,Male,50.0,Cash,36-50
C227323,Male,54.0,Credit Card,51-65
C123079,Male,47.0,Cash,36-50
C269158,Female,28.0,Credit Card,26-35
C828819,Female,30.0,Cash,26-35
C834929,Male,60.0,Cash,51-65
C240760,Female,29.0,Credit Card,26-35
C135736,Female,49.0,Cash,36-50
C913701,Female,39.0,Credit Card,36-50
C116436,Female,56.0,Debit Card,51-65
C132833,Male,37.0,Cash,36-50
C200218,Female,33.0,Cash,26-35
C168732,Female,30.0,Credit Card,26-35
C181589,Male,24.0,Debit Card,18-25
C101425,Female,30.0,Cash,26-35
C325664,Female,34.0,Credit Card,26-35
C116659,Female,23.0,Cash,18-25
C685313,Male,24.0,Credit Card,18-25
C211964,Male,41.0,Cash,36-50
C320055,Female,68.0,Cash,65+
C202031,Female,44.0,Cash,36-50
C220683,Female,31.0,Debit Card,26-35
C702864,Male,24.0,Cash,18-25
C303157,Female,43.0,Cash,36-50
C330520,Male,53.0,Debit Card,51-65
C743075,Male,53.0,Cash,51-65
C494928,Male,52.0,Credit Card,51-65
C327615,Male,22.0,Debit Card,18-25
C248534,Female,21.0,Cash,18-25
C965548,Male,26.0,Debit Card,26-35
C115163,Female,28.0,Credit Card,26-35
C286287,Female,69.0,Credit Card,65+
C243193,Male,21.0,Credit Card,18-25
C105968,Male,43.0,Cash,36-50
C117413,Male,59.0,Credit Card,51-65
C720299,Female,36.0,Cash,36-50
C763878,Female,34.0,Cash,26-35
C258301,Female,51.0,Credit Card,51-65
C788169,Male,59.0,Credit Card,51-65
C334199,Female,62.0,Cash,51-65
C263501,Female,35.0,Credit Card,26-35
C186827,Male,40.0,Debit Card,36-50
C170805,Female,49.0,Cash,36-50
C321413,Female,19.0,Cash,18-25
C113249,Male,66.0,Credit Card,65+
C149401,Female,45.0,Credit Card,36-50
C192752,Female,28.0,Debit Card,26-35
C174129,Female,61.0,Debit Card,51-65
C303832,Male,59.0,Debit Card,51-65
C218069,Female,60.0,Credit Card,51-65
C309325,Female,65.0,Debit Card,51-65
C233686,Female,64.0,Cash,51-65
C116434,Female,35.0,Cash,26-35
C110788,Female,46.0,Debit Card,36-50
C339666,Female,69.0,Cash,65+
C197978,Male,54.0,Cash,51-65
C236625,Female,32.0,Debit Card,26-35
C905872,Female,19.0,Debit Card,18-25
C294580,Female,18.0,Cash,18-25
C262163,Male,34.0,Credit Card,26-35
C262013,Female,40.0,Debit Card,36-50
C593908,Male,57.0,Debit Card,51-65
C339429,Female,33.0,Debit Card,26-35
C792513,Male,45.0,Cash,36-50
C133394,Male,37.0,Credit Card,36-50
C326055,Female,19.0,Debit Card,18-25
C109185,Male,54.0,Cash,51-65
C694764,Male,63.0,Cash,51-65
C922453,Female,44.0,Cash,36-50
C814543,Male,64.0,Credit Card,51-65
C730933,Female,34.0,Credit Card,26-35
C209614,Male,34.0,Cash,26-35
C178881,Female,69.0,Credit Card,65+
C275122,Female,48.0,Credit Card,36-50
C183813,Male,22.0,Cash,18-25
C215061,Male,43.0,Credit Card,36-50
C677395,Female,60.0,Cash,51-65
C313335,Female,59.0,Debit Card,51-65
C279948,Female,54.0,Credit Card,51-65
C285476,Male,40.0,Credit Card,36-50
C253799,Female,64.0,Cash,51-65
C217829,Male,28.0,Credit Card,26-35
C313109,Female,57.0,Debit Card,51-65
C131498,Female,59.0,Cash,51-65
C234583,Female,69.0,Cash,65+
C368653,Male,53.0,Cash,51-65
C181434,Female,67.0,Debit Card,65+
C159318,Female,43.0,Cash,36-50
C312297,Female,46.0,Credit Card,36-50
C178247,Male,52.0,Cash,51-65
C126570,Female,54.0,Cash,51-65
C290454,Female,40.0,Credit Card,36-50
C701003,Female,67.0,Credit Card,65+
C977489,Female,63.0,Cash,51-65
C199263,Male,19.0,Debit Card,18-25
C198291,Male,56.0,Debit Card,51-65
C147677,Male,66.0,Debit Card,65+
C108469,Male,20.0,Debit Card,18-25
C184105,Female,23.0,Debit Card,18-25
C309259,Male,35.0,Debit Card,26-35
C681703,Female,18.0,Credit Card,18-25
C528743,Male,57.0,Credit Card,51-65
C292861,Female,49.0,Debit Card,36-50
C275085,Female,28.0,Credit Card,26-35
C923943,Female,55.0,Cash,51-65
C187721,Female,46.0,Credit Card,36-50
C169096,Female,69.0,Cash,65+
C318137,Male,55.0,Debit Card,51-65
C314324,Male,43.0,Debit Card,36-50
C202341,Male,69.0,Cash,65+
C251977,Male,34.0,Credit Card,26-35
C206416,Female,51.0,Cash,51-65
C161063,Male,22.0,Credit Card,18-25
C171755,Male,19.0,Debit Card,18-25
C299020,Female,60.0,Cash,51-65
C152958,Female,62.0,Credit Card,51-65
C279503,Male,29.0,Debit Card,26-35
C253365,Female,56.0,Cash,51-65
C244862,Male,22.0,Credit Card,18-25
C201644,Female,40.0,Credit Card,36-50
C253354,Female,43.0,Credit Card,36-50
C321653,Male,52.0,Credit Card,51-65
C182646,Female,48.0,Credit Card,36-50
C261935,Female,45.0,Cash,36-50
C188025,Female,58.0,Debit Card,51-65
C669581,Male,31.0,Cash,26-35
C201056,Female,24.0,Credit Card,18-25
C367167,Male,43.0,Cash,36-50
C319704,Female,51.0,Cash,51-65
C140840,Male,55.0,Debit Card,51-65
C123721,Male,54.0,Credit Card,51-65
C193876,Female,58.0,Credit Card,51-65
C291841,Female,66.0,Credit Card,65+
C229907,Female,55.0,Credit Card,51-65
C318919,Male,44.0,Cash,36-50
C920336,Female,21.0,Cash,18-25
C275141,Male,51.0,Credit Card,51-65
C949130,Female,20.0,Cash,18-25
C656632,Female,33.0,Cash,26-35
C211692,Female,30.0,Cash,26-35
C734749,Male,58.0,Credit Card,51-65
C857532,Male,31.0,Cash,26-35
C265074,Female,32.0,Credit Card,26-35
C272350,Female,29.0,Debit Card,26-35
C232999,Female,46.0,Credit Card,36-50
C272264,Male,49.0,Debit Card,36-50
C534836,Female,47.0,Credit Card,36-50
C198665,Female,23.0,Debit Card,18-25
C896394,Female,58.0,Debit Card,51-65
C185139,Female,19.0,Cash,18-25
C474040,Male,50.0,Debit Card,36-50
C578175,Female,53.0,Cash,51-65
C224450,Female,47.0,Credit Card,36-50
C248317,Female,63.0,Debit Card,51-65
C307078,Female,61.0,Cash,51-65
C157797,Female,62.0,Credit Card,51-65
C302833,Female,21.0,Cash,18-25
C795933,Female,24.0,Credit Card,18-25
C270843,Male,54.0,Cash,51-65
C154694,Male,47.0,Cash,36-50
C200002,Female,22.0,Cash,18-25
